colour	x	y	group	showSelectedlegendcolour	showSelected.variable	showSelected.value	PANEL
#EE82EE	0.0411749342441592	0.296073768138847	1	prediction	degrees01	402	1
#EE82EE	0.0411749342441592	0.523833766270044	1	prediction	degrees01	545	1
#EE82EE	0.0411749342441592	1.10499310824741	1	prediction	degrees01	738	1
#EE82EE	0.0411749342441592	1.10499310824741	1	prediction	degrees01	1000	1
#EE82EE	1.03331773121723	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	1.03331773121723	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	1.03331773121723	0.901166093864919	1	prediction	degrees01	5	1
#EE82EE	1.03331773121723	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	1.03331773121723	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	1.03331773121723	1.10499310824741	1	prediction	degrees01	14	1
#EE82EE	1.03331773121723	1.10499310824741	1	prediction	degrees01	19	1
#EE82EE	1.03331773121723	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	1.03331773121723	0.518367599788134	1	prediction	degrees01	35	1
#EE82EE	1.03331773121723	0.322355992301615	1	prediction	degrees01	48	1
#EE82EE	1.03331773121723	0.961551039100214	1	prediction	degrees01	65	1
#EE82EE	1.03331773121723	0.927685777862546	1	prediction	degrees01	88	1
#EE82EE	1.03331773121723	0.81308553301168	1	prediction	degrees01	119	1
#EE82EE	1.03331773121723	-0.0937698715198084	1	prediction	degrees01	162	1
#EE82EE	1.03331773121723	0.840227556164927	1	prediction	degrees01	219	1
#EE82EE	1.03331773121723	-0.0937698715198084	1	prediction	degrees01	297	1
#EE82EE	1.03331773121723	0.31029279869605	1	prediction	degrees01	402	1
#EE82EE	1.03331773121723	0.529184512560064	1	prediction	degrees01	545	1
#EE82EE	1.03331773121723	1.10499310824741	1	prediction	degrees01	738	1
#EE82EE	1.03331773121723	1.10499310824741	1	prediction	degrees01	1000	1
#EE82EE	6.58377984390905	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	6.58377984390905	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	6.58377984390905	0.891620671423402	1	prediction	degrees01	5	1
#EE82EE	6.58377984390905	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	6.58377984390905	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	6.58377984390905	1.10499310824741	1	prediction	degrees01	14	1
#EE82EE	6.58377984390905	1.10499310824741	1	prediction	degrees01	19	1
#EE82EE	6.58377984390905	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	6.58377984390905	0.560754248175685	1	prediction	degrees01	35	1
#EE82EE	6.58377984390905	0.388246776279916	1	prediction	degrees01	48	1
#EE82EE	6.58377984390905	0.953636411389679	1	prediction	degrees01	65	1
#EE82EE	6.58377984390905	0.909297922356815	1	prediction	degrees01	88	1
#EE82EE	6.58377984390905	0.814090222632058	1	prediction	degrees01	119	1
#EE82EE	6.58377984390905	-0.035705865361565	1	prediction	degrees01	162	1
#EE82EE	6.58377984390905	0.854613079583774	1	prediction	degrees01	219	1
#EE82EE	6.58377984390905	0.0505751641239929	1	prediction	degrees01	297	1
#EE82EE	6.58377984390905	0.388200024989263	1	prediction	degrees01	402	1
#EE82EE	6.58377984390905	0.559258263099029	1	prediction	degrees01	545	1
#EE82EE	6.58377984390905	1.10499310824741	1	prediction	degrees01	738	1
#EE82EE	6.58377984390905	1.10499310824741	1	prediction	degrees01	1000	1
#EE82EE	6.97210483330695	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	6.97210483330695	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	6.97210483330695	0.89095196931781	1	prediction	degrees01	5	1
#EE82EE	6.97210483330695	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	6.97210483330695	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	6.97210483330695	1.10499310824741	1	prediction	degrees01	14	1
#EE82EE	6.97210483330695	1.10499310824741	1	prediction	degrees01	19	1
#EE82EE	6.97210483330695	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	6.97210483330695	0.563634917478428	1	prediction	degrees01	35	1
#EE82EE	6.97210483330695	0.392729702619211	1	prediction	degrees01	48	1
#EE82EE	6.97210483330695	0.952979783099229	1	prediction	degrees01	65	1
#EE82EE	6.97210483330695	0.908079746877436	1	prediction	degrees01	88	1
#EE82EE	6.97210483330695	0.814156201217773	1	prediction	degrees01	119	1
#EE82EE	6.97210483330695	-0.0228845310536984	1	prediction	degrees01	162	1
#EE82EE	6.97210483330695	0.855312078577278	1	prediction	degrees01	219	1
#EE82EE	6.97210483330695	0.0608125068002218	1	prediction	degrees01	297	1
#EE82EE	6.97210483330695	0.393535049288023	1	prediction	degrees01	402	1
#EE82EE	6.97210483330695	0.561370858950227	1	prediction	degrees01	545	1
#EE82EE	6.97210483330695	1.10499310824741	1	prediction	degrees01	738	1
#EE82EE	6.97210483330695	1.10499310824741	1	prediction	degrees01	1000	1
#EE82EE	9.85953355125342	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	9.85953355125342	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	9.85953355125342	0.885976210167625	1	prediction	degrees01	5	1
#EE82EE	9.85953355125342	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	9.85953355125342	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	9.85953355125342	1.10499310824741	1	prediction	degrees01	14	1
#EE82EE	9.85953355125342	1.10499310824741	1	prediction	degrees01	19	1
#EE82EE	9.85953355125342	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	9.85953355125342	0.584700971306278	1	prediction	degrees01	35	1
#EE82EE	9.85953355125342	0.425530550510712	1	prediction	degrees01	48	1
#EE82EE	9.85953355125342	0.94770361956131	1	prediction	degrees01	65	1
#EE82EE	9.85953355125342	0.899314479800568	1	prediction	degrees01	88	1
#EE82EE	9.85953355125342	0.814642268993041	1	prediction	degrees01	119	1
#EE82EE	9.85953355125342	0.0695247305330061	1	prediction	degrees01	162	1
#EE82EE	9.85953355125342	0.859379365141877	1	prediction	degrees01	219	1
#EE82EE	9.85953355125342	0.135198592979484	1	prediction	degrees01	297	1
#EE82EE	9.85953355125342	0.43266348289778	1	prediction	degrees01	402	1
#EE82EE	9.85953355125342	0.577112429217991	1	prediction	degrees01	545	1
#EE82EE	9.85953355125342	1.10499310824741	1	prediction	degrees01	738	1
#EE82EE	9.85953355125342	1.10499310824741	1	prediction	degrees01	1000	1
#EE82EE	14.0597219638377	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	14.0597219638377	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	14.0597219638377	0.878727164000287	1	prediction	degrees01	5	1
#EE82EE	14.0597219638377	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	14.0597219638377	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	14.0597219638377	1.10499310824741	1	prediction	degrees01	14	1
#EE82EE	14.0597219638377	1.10499310824741	1	prediction	degrees01	19	1
#EE82EE	14.0597219638377	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	14.0597219638377	0.614218534540589	1	prediction	degrees01	35	1
#EE82EE	14.0597219638377	0.471539747608126	1	prediction	degrees01	48	1
#EE82EE	14.0597219638377	0.938881512425973	1	prediction	degrees01	65	1
#EE82EE	14.0597219638377	0.887513962795134	1	prediction	degrees01	88	1
#EE82EE	14.0597219638377	0.815368990504908	1	prediction	degrees01	119	1
#EE82EE	14.0597219638377	0.194589240778977	1	prediction	degrees01	162	1
#EE82EE	14.0597219638377	0.862083857803162	1	prediction	degrees01	219	1
#EE82EE	14.0597219638377	0.237753998444181	1	prediction	degrees01	297	1
#EE82EE	14.0597219638377	0.487682949894166	1	prediction	degrees01	402	1
#EE82EE	14.0597219638377	0.600108343275444	1	prediction	degrees01	545	1
#EE82EE	14.0597219638377	1.10499310824741	1	prediction	degrees01	738	1
#EE82EE	14.0597219638377	1.10499310824741	1	prediction	degrees01	1000	1
#EE82EE	17.9832452205914	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	17.9832452205914	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	17.9832452205914	0.871943951741558	1	prediction	degrees01	5	1
#EE82EE	17.9832452205914	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	17.9832452205914	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	17.9832452205914	1.04651373314031	1	prediction	degrees01	14	1
#EE82EE	17.9832452205914	1.10499310824741	1	prediction	degrees01	19	1
#EE82EE	17.9832452205914	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	17.9832452205914	0.640566244609912	1	prediction	degrees01	35	1
#EE82EE	17.9832452205914	0.512651180263665	1	prediction	degrees01	48	1
#EE82EE	17.9832452205914	0.929580403384966	1	prediction	degrees01	65	1
#EE82EE	17.9832452205914	0.877547114912432	1	prediction	degrees01	88	1
#EE82EE	17.9832452205914	0.816120338344855	1	prediction	degrees01	119	1
#EE82EE	17.9832452205914	0.301205986305339	1	prediction	degrees01	162	1
#EE82EE	17.9832452205914	0.86171000841635	1	prediction	degrees01	219	1
#EE82EE	17.9832452205914	0.32721884131463	1	prediction	degrees01	297	1
#EE82EE	17.9832452205914	0.536718618526949	1	prediction	degrees01	402	1
#EE82EE	17.9832452205914	0.621680045846254	1	prediction	degrees01	545	1
#EE82EE	17.9832452205914	1.10499310824741	1	prediction	degrees01	738	1
#EE82EE	17.9832452205914	1.10499310824741	1	prediction	degrees01	1000	1
#EE82EE	19.2105162421489	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	19.2105162421489	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	19.2105162421489	0.869819896625605	1	prediction	degrees01	5	1
#EE82EE	19.2105162421489	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	19.2105162421489	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	19.2105162421489	1.04390741884403	1	prediction	degrees01	14	1
#EE82EE	19.2105162421489	1.10499310824741	1	prediction	degrees01	19	1
#EE82EE	19.2105162421489	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	19.2105162421489	0.64856167238569	1	prediction	degrees01	35	1
#EE82EE	19.2105162421489	0.52513393381508	1	prediction	degrees01	48	1
#EE82EE	19.2105162421489	0.926493148126529	1	prediction	degrees01	65	1
#EE82EE	19.2105162421489	0.874644499369208	1	prediction	degrees01	88	1
#EE82EE	19.2105162421489	0.816377984459613	1	prediction	degrees01	119	1
#EE82EE	19.2105162421489	0.33250869469917	1	prediction	degrees01	162	1
#EE82EE	19.2105162421489	0.861107591432876	1	prediction	degrees01	219	1
#EE82EE	19.2105162421489	0.353901980836981	1	prediction	degrees01	297	1
#EE82EE	19.2105162421489	0.551532302641073	1	prediction	degrees01	402	1
#EE82EE	19.2105162421489	0.628442586191245	1	prediction	degrees01	545	1
#EE82EE	19.2105162421489	1.10499310824741	1	prediction	degrees01	738	1
#EE82EE	19.2105162421489	1.10499310824741	1	prediction	degrees01	1000	1
#EE82EE	30.6159160931201	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	30.6159160931201	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	30.6159160931201	0.850029849855312	1	prediction	degrees01	5	1
#EE82EE	30.6159160931201	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	30.6159160931201	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	30.6159160931201	1.01913145752756	1	prediction	degrees01	14	1
#EE82EE	30.6159160931201	1.10499310824741	1	prediction	degrees01	19	1
#EE82EE	30.6159160931201	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	30.6159160931201	0.717155549760093	1	prediction	degrees01	35	1
#EE82EE	30.6159160931201	0.632329650814976	1	prediction	degrees01	48	1
#EE82EE	30.6159160931201	0.895303323620705	1	prediction	degrees01	65	1
#EE82EE	30.6159160931201	0.852711767185092	1	prediction	degrees01	88	1
#EE82EE	30.6159160931201	0.819585784955168	1	prediction	degrees01	119	1
#EE82EE	30.6159160931201	0.57669278630652	1	prediction	degrees01	162	1
#EE82EE	30.6159160931201	0.847996111769487	1	prediction	degrees01	219	1
#EE82EE	30.6159160931201	0.570729958442205	1	prediction	degrees01	297	1
#EE82EE	30.6159160931201	0.675041204987053	1	prediction	degrees01	402	1
#EE82EE	30.6159160931201	0.691442542363621	1	prediction	degrees01	545	1
#EE82EE	30.6159160931201	1.10499310824741	1	prediction	degrees01	738	1
#EE82EE	30.6159160931201	1.10499310824741	1	prediction	degrees01	1000	1
#EE82EE	33.2418941167672	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	33.2418941167672	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	33.2418941167672	0.845460786823053	1	prediction	degrees01	5	1
#EE82EE	33.2418941167672	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	33.2418941167672	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	33.2418941167672	1.01328488490814	1	prediction	degrees01	14	1
#EE82EE	33.2418941167672	1.10499310824741	1	prediction	degrees01	19	1
#EE82EE	33.2418941167672	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	33.2418941167672	0.731469071777657	1	prediction	degrees01	35	1
#EE82EE	33.2418941167672	0.654714371126085	1	prediction	degrees01	48	1
#EE82EE	33.2418941167672	0.887894291641105	1	prediction	degrees01	65	1
#EE82EE	33.2418941167672	0.848967328762466	1	prediction	degrees01	88	1
#EE82EE	33.2418941167672	0.820593447641782	1	prediction	degrees01	119	1
#EE82EE	33.2418941167672	0.621150224724594	1	prediction	degrees01	162	1
#EE82EE	33.2418941167672	0.843881418684785	1	prediction	degrees01	219	1
#EE82EE	33.2418941167672	0.612429409740349	1	prediction	degrees01	297	1
#EE82EE	33.2418941167672	0.699395510061871	1	prediction	degrees01	402	1
#EE82EE	33.2418941167672	0.705922574098119	1	prediction	degrees01	545	1
#EE82EE	33.2418941167672	1.10499310824741	1	prediction	degrees01	738	1
#EE82EE	33.2418941167672	1.10499310824741	1	prediction	degrees01	1000	1
#EE82EE	35.404860179898	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	35.404860179898	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	35.404860179898	0.841693894347248	1	prediction	degrees01	5	1
#EE82EE	35.404860179898	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	35.404860179898	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	35.404860179898	1.00842914051459	1	prediction	degrees01	14	1
#EE82EE	35.404860179898	1.10499310824741	1	prediction	degrees01	19	1
#EE82EE	35.404860179898	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	35.404860179898	0.742838359874456	1	prediction	degrees01	35	1
#EE82EE	35.404860179898	0.672496478146419	1	prediction	degrees01	48	1
#EE82EE	35.404860179898	0.881859025976756	1	prediction	degrees01	65	1
#EE82EE	35.404860179898	0.846250050216199	1	prediction	degrees01	88	1
#EE82EE	35.404860179898	0.821514502730009	1	prediction	degrees01	119	1
#EE82EE	35.404860179898	0.654575816681311	1	prediction	degrees01	162	1
#EE82EE	35.404860179898	0.840428569483763	1	prediction	degrees01	219	1
#EE82EE	35.404860179898	0.644418476156146	1	prediction	degrees01	297	1
#EE82EE	35.404860179898	0.718195342428162	1	prediction	degrees01	402	1
#EE82EE	35.404860179898	0.717815831731484	1	prediction	degrees01	545	1
#EE82EE	35.404860179898	1.10499310824741	1	prediction	degrees01	738	1
#EE82EE	35.404860179898	1.10499310824741	1	prediction	degrees01	1000	1
#EE82EE	36.8403943780173	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	36.8403943780173	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	36.8403943780173	0.839192154155739	1	prediction	degrees01	5	1
#EE82EE	36.8403943780173	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	36.8403943780173	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	36.8403943780173	1.00518646366144	1	prediction	degrees01	14	1
#EE82EE	36.8403943780173	1.10499310824741	1	prediction	degrees01	19	1
#EE82EE	36.8403943780173	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	36.8403943780173	0.750173680593811	1	prediction	degrees01	35	1
#EE82EE	36.8403943780173	0.683969743523332	1	prediction	degrees01	48	1
#EE82EE	36.8403943780173	0.877913320706129	1	prediction	degrees01	65	1
#EE82EE	36.8403943780173	0.844628690264868	1	prediction	degrees01	88	1
#EE82EE	36.8403943780173	0.822173560857874	1	prediction	degrees01	119	1
#EE82EE	36.8403943780173	0.675201184624361	1	prediction	degrees01	162	1
#EE82EE	36.8403943780173	0.838152009868996	1	prediction	degrees01	219	1
#EE82EE	36.8403943780173	0.664471318334007	1	prediction	degrees01	297	1
#EE82EE	36.8403943780173	0.73002888643496	1	prediction	degrees01	402	1
#EE82EE	36.8403943780173	0.725685504744476	1	prediction	degrees01	545	1
#EE82EE	36.8403943780173	1.10499310824741	1	prediction	degrees01	738	1
#EE82EE	36.8403943780173	1.10499310824741	1	prediction	degrees01	1000	1
#EE82EE	37.1613623679511	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	37.1613623679511	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	37.1613623679511	0.838632611279533	1	prediction	degrees01	5	1
#EE82EE	37.1613623679511	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	37.1613623679511	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	37.1613623679511	1.00445925945554	1	prediction	degrees01	14	1
#EE82EE	37.1613623679511	1.10499310824741	1	prediction	degrees01	19	1
#EE82EE	37.1613623679511	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	37.1613623679511	0.751790774902934	1	prediction	degrees01	35	1
#EE82EE	37.1613623679511	0.686499085076649	1	prediction	degrees01	48	1
#EE82EE	37.1613623679511	0.877039446047046	1	prediction	degrees01	65	1
#EE82EE	37.1613623679511	0.844285956399591	1	prediction	degrees01	88	1
#EE82EE	37.1613623679511	0.822326276057375	1	prediction	degrees01	119	1
#EE82EE	37.1613623679511	0.67964525841139	1	prediction	degrees01	162	1
#EE82EE	37.1613623679511	0.837647865070221	1	prediction	degrees01	219	1
#EE82EE	37.1613623679511	0.668826395663609	1	prediction	degrees01	297	1
#EE82EE	37.1613623679511	0.732603624172532	1	prediction	degrees01	402	1
#EE82EE	37.1613623679511	0.727441940274878	1	prediction	degrees01	545	1
#EE82EE	37.1613623679511	1.10499310824741	1	prediction	degrees01	738	1
#EE82EE	37.1613623679511	1.10499310824741	1	prediction	degrees01	1000	1
#EE82EE	41.3085502632151	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	41.3085502632151	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	41.3085502632151	0.831396837101437	1	prediction	degrees01	5	1
#EE82EE	41.3085502632151	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	41.3085502632151	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	41.3085502632151	0.9949914265937	1	prediction	degrees01	14	1
#EE82EE	41.3085502632151	1.10499310824741	1	prediction	degrees01	19	1
#EE82EE	41.3085502632151	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	41.3085502632151	0.771927718312127	1	prediction	degrees01	35	1
#EE82EE	41.3085502632151	0.717995443278287	1	prediction	degrees01	48	1
#EE82EE	41.3085502632151	0.866111333256175	1	prediction	degrees01	65	1
#EE82EE	41.3085502632151	0.840501965451132	1	prediction	degrees01	88	1
#EE82EE	41.3085502632151	0.824481693395918	1	prediction	degrees01	119	1
#EE82EE	41.3085502632151	0.731708627700534	1	prediction	degrees01	162	1
#EE82EE	41.3085502632151	0.83145409666288	1	prediction	degrees01	219	1
#EE82EE	41.3085502632151	0.720890157132781	1	prediction	degrees01	297	1
#EE82EE	41.3085502632151	0.763505901691088	1	prediction	degrees01	402	1
#EE82EE	41.3085502632151	0.750003090573525	1	prediction	degrees01	545	1
#EE82EE	41.3085502632151	1.10499310824741	1	prediction	degrees01	738	1
#EE82EE	41.3085502632151	1.10499310824741	1	prediction	degrees01	1000	1
#EE82EE	46.81028596258	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	46.81028596258	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	46.81028596258	0.821780880144856	1	prediction	degrees01	5	1
#EE82EE	46.81028596258	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	46.81028596258	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	46.81028596258	0.982225663385792	1	prediction	degrees01	14	1
#EE82EE	46.81028596258	1.10499310824741	1	prediction	degrees01	19	1
#EE82EE	46.81028596258	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	46.81028596258	0.796466860066902	1	prediction	degrees01	35	1
#EE82EE	46.81028596258	0.756371954390574	1	prediction	degrees01	48	1
#EE82EE	46.81028596258	0.853075142716754	1	prediction	degrees01	65	1
#EE82EE	46.81028596258	0.837290469407194	1	prediction	degrees01	88	1
#EE82EE	46.81028596258	0.827884937279766	1	prediction	degrees01	119	1
#EE82EE	46.81028596258	0.786260480809512	1	prediction	degrees01	162	1
#EE82EE	46.81028596258	0.824936598009014	1	prediction	degrees01	219	1
#EE82EE	46.81028596258	0.778072380273518	1	prediction	degrees01	297	1
#EE82EE	46.81028596258	0.797683847603739	1	prediction	degrees01	402	1
#EE82EE	46.81028596258	0.779368251482265	1	prediction	degrees01	545	1
#EE82EE	46.81028596258	1.0096846044757	1	prediction	degrees01	738	1
#EE82EE	46.81028596258	0.989223285220025	1	prediction	degrees01	1000	1
#EE82EE	49.4908934926455	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	49.4908934926455	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	49.4908934926455	0.817088903268287	1	prediction	degrees01	5	1
#EE82EE	49.4908934926455	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	49.4908934926455	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	49.4908934926455	0.975920839252045	1	prediction	degrees01	14	1
#EE82EE	49.4908934926455	1.10499310824741	1	prediction	degrees01	19	1
#EE82EE	49.4908934926455	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	49.4908934926455	0.807523003646614	1	prediction	degrees01	35	1
#EE82EE	49.4908934926455	0.773658914209324	1	prediction	degrees01	48	1
#EE82EE	49.4908934926455	0.847532216375748	1	prediction	degrees01	65	1
#EE82EE	49.4908934926455	0.836448096797891	1	prediction	degrees01	88	1
#EE82EE	49.4908934926455	0.829774402840753	1	prediction	degrees01	119	1
#EE82EE	49.4908934926455	0.807330099321145	1	prediction	degrees01	162	1
#EE82EE	49.4908934926455	0.822866322708557	1	prediction	degrees01	219	1
#EE82EE	49.4908934926455	0.801161963677257	1	prediction	degrees01	297	1
#EE82EE	49.4908934926455	0.811558360714649	1	prediction	degrees01	402	1
#EE82EE	49.4908934926455	0.793326827597356	1	prediction	degrees01	545	1
#EE82EE	49.4908934926455	0.873951988401011	1	prediction	degrees01	738	1
#EE82EE	49.4908934926455	0.85664465039177	1	prediction	degrees01	1000	1
#EE82EE	50.1394850102731	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	50.1394850102731	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	50.1394850102731	0.815952989004012	1	prediction	degrees01	5	1
#EE82EE	50.1394850102731	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	50.1394850102731	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	50.1394850102731	0.974386977429754	1	prediction	degrees01	14	1
#EE82EE	50.1394850102731	1.04900521994826	1	prediction	degrees01	19	1
#EE82EE	50.1394850102731	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	50.1394850102731	0.810109494536024	1	prediction	degrees01	35	1
#EE82EE	50.1394850102731	0.777702648370066	1	prediction	degrees01	48	1
#EE82EE	50.1394850102731	0.84628408215824	1	prediction	degrees01	65	1
#EE82EE	50.1394850102731	0.836313244304206	1	prediction	degrees01	88	1
#EE82EE	50.1394850102731	0.830254467074925	1	prediction	degrees01	119	1
#EE82EE	50.1394850102731	0.811924126256703	1	prediction	degrees01	162	1
#EE82EE	50.1394850102731	0.822502805993264	1	prediction	degrees01	219	1
#EE82EE	50.1394850102731	0.806292826527021	1	prediction	degrees01	297	1
#EE82EE	50.1394850102731	0.8146491508429	1	prediction	degrees01	402	1
#EE82EE	50.1394850102731	0.796659821538801	1	prediction	degrees01	545	1
#EE82EE	50.1394850102731	0.8492681840612	1	prediction	degrees01	738	1
#EE82EE	50.1394850102731	0.839172837755298	1	prediction	degrees01	1000	1
#EE82EE	50.5392978942842	1.10499310824741	1	prediction	degrees01	3	1
#EE82EE	50.5392978942842	1.10499310824741	1	prediction	degrees01	4	1
#EE82EE	50.5392978942842	0.815252647742353	1	prediction	degrees01	5	1
#EE82EE	50.5392978942842	1.10499310824741	1	prediction	degrees01	7	1
#EE82EE	50.5392978942842	1.10499310824741	1	prediction	degrees01	10	1
#EE82EE	50.5392978942842	0.973439831114242	1	prediction	degrees01	14	1
#EE82EE	50.5392978942842	1.04791516267033	1	prediction	degrees01	19	1
#EE82EE	50.5392978942842	1.10499310824741	1	prediction	degrees01	26	1
#EE82EE	50.5392978942842	0.811686692530812	1	prediction	degrees01	35	1
